Category,Defect Type,Total Pixels,Defect Pixels,Coverage (%),H,W
hazelnut,cut,1048576,9185,0.8759498596191406,1024,1024
leather,poke,1048576,1608,0.153350830078125,1024,1024
leather,poke,1048576,2115,0.20170211791992188,1024,1024
leather,poke,1048576,2167,0.20666122436523438,1024,1024
leather,poke,1048576,2829,0.2697944641113281,1024,1024
leather,poke,1048576,2677,0.2552986145019531,1024,1024
leather,poke,1048576,4244,0.4047393798828125,1024,1024
leather,poke,1048576,1730,0.16498565673828125,1024,1024
leather,poke,1048576,2308,0.2201080322265625,1024,1024
leather,poke,1048576,2415,0.23031234741210938,1024,1024
leather,poke,1048576,2298,0.21915435791015625,1024,1024
leather,poke,1048576,1919,0.18301010131835938,1024,1024
leather,poke,1048576,3685,0.3514289855957031,1024,1024
leather,poke,1048576,4033,0.3846168518066406,1024,1024
leather,poke,1048576,3009,0.2869606018066406,1024,1024
leather,poke,1048576,3422,0.32634735107421875,1024,1024
leather,poke,1048576,3357,0.3201484680175781,1024,1024
leather,poke,1048576,2340,0.2231597900390625,1024,1024
leather,poke,1048576,1730,0.16498565673828125,1024,1024
leather,color,1048576,5092,0.4856109619140625,1024,1024
leather,color,1048576,7240,0.690460205078125,1024,1024
leather,color,1048576,13452,1.2828826904296875,1024,1024
leather,color,1048576,1607,0.15325546264648438,1024,1024
leather,color,1048576,5320,0.507354736328125,1024,1024
leather,color,1048576,5790,0.5521774291992188,1024,1024
leather,color,1048576,9973,0.9510993957519531,1024,1024
leather,color,1048576,1659,0.15821456909179688,1024,1024
leather,color,1048576,3963,0.3779411315917969,1024,1024
leather,color,1048576,2532,0.2414703369140625,1024,1024
leather,color,1048576,1411,0.13456344604492188,1024,1024
leather,color,1048576,1999,0.19063949584960938,1024,1024
leather,color,1048576,2186,0.20847320556640625,1024,1024
leather,color,1048576,2366,0.22563934326171875,1024,1024
leather,color,1048576,929,0.08859634399414062,1024,1024
leather,color,1048576,2599,0.24785995483398438,1024,1024
leather,color,1048576,4881,0.4654884338378906,1024,1024
leather,color,1048576,2123,0.20246505737304688,1024,1024
leather,color,1048576,8211,0.7830619812011719,1024,1024
leather,cut,1048576,1329,0.12674331665039062,1024,1024
leather,cut,1048576,8283,0.7899284362792969,1024,1024
leather,cut,1048576,3763,0.3588676452636719,1024,1024
leather,cut,1048576,7875,0.7510185241699219,1024,1024
leather,cut,1048576,12879,1.2282371520996094,1024,1024
leather,cut,1048576,1042,0.09937286376953125,1024,1024
leather,cut,1048576,7382,0.7040023803710938,1024,1024
leather,cut,1048576,1782,0.16994476318359375,1024,1024
leather,cut,1048576,6936,0.661468505859375,1024,1024
leather,cut,1048576,4214,0.40187835693359375,1024,1024
leather,cut,1048576,17782,1.6958236694335938,1024,1024
leather,cut,1048576,2605,0.24843215942382812,1024,1024
leather,cut,1048576,4334,0.41332244873046875,1024,1024
leather,cut,1048576,3265,0.3113746643066406,1024,1024
leather,cut,1048576,4798,0.45757293701171875,1024,1024
leather,cut,1048576,2178,0.20771026611328125,1024,1024
leather,cut,1048576,1637,0.15611648559570312,1024,1024
leather,cut,1048576,3359,0.3203392028808594,1024,1024
leather,cut,1048576,3973,0.3788948059082031,1024,1024
leather,glue,1048576,17707,1.6886711120605469,1024,1024
leather,glue,1048576,1751,0.16698837280273438,1024,1024
leather,glue,1048576,8212,0.7831573486328125,1024,1024
leather,glue,1048576,9097,0.8675575256347656,1024,1024
leather,glue,1048576,18346,1.7496109008789062,1024,1024
leather,glue,1048576,5239,0.4996299743652344,1024,1024
leather,glue,1048576,17716,1.6895294189453125,1024,1024
leather,glue,1048576,3207,0.3058433532714844,1024,1024
leather,glue,1048576,16759,1.5982627868652344,1024,1024
leather,glue,1048576,5041,0.4807472229003906,1024,1024
leather,glue,1048576,5422,0.5170822143554688,1024,1024
leather,glue,1048576,15419,1.4704704284667969,1024,1024
leather,glue,1048576,8369,0.7981300354003906,1024,1024
leather,glue,1048576,6417,0.6119728088378906,1024,1024
leather,glue,1048576,7862,0.7497787475585938,1024,1024
leather,glue,1048576,2737,0.2610206604003906,1024,1024
leather,glue,1048576,3755,0.3581047058105469,1024,1024
leather,glue,1048576,5036,0.4802703857421875,1024,1024
leather,glue,1048576,7059,0.6731986999511719,1024,1024
leather,fold,1048576,9203,0.8776664733886719,1024,1024
leather,fold,1048576,42444,4.0477752685546875,1024,1024
leather,fold,1048576,16262,1.5508651733398438,1024,1024
leather,fold,1048576,34877,3.326129913330078,1024,1024
leather,fold,1048576,13236,1.2622833251953125,1024,1024
leather,fold,1048576,11006,1.0496139526367188,1024,1024
leather,fold,1048576,38040,3.627777099609375,1024,1024
leather,fold,1048576,8872,0.846099853515625,1024,1024
leather,fold,1048576,42878,4.089164733886719,1024,1024
leather,fold,1048576,44935,4.285335540771484,1024,1024
leather,fold,1048576,9251,0.8822441101074219,1024,1024
leather,fold,1048576,17588,1.6773223876953125,1024,1024
leather,fold,1048576,20690,1.9731521606445312,1024,1024
leather,fold,1048576,13265,1.2650489807128906,1024,1024
leather,fold,1048576,71926,6.859397888183594,1024,1024
leather,fold,1048576,17465,1.6655921936035156,1024,1024
leather,fold,1048576,35628,3.3977508544921875,1024,1024
metal_nut,flip,490000,237351,48.438979591836734,700,700
metal_nut,flip,490000,236216,48.20734693877551,700,700
metal_nut,flip,490000,234904,47.9395918367347,700,700
metal_nut,flip,490000,235963,48.15571428571428,700,700
metal_nut,flip,490000,234449,47.84673469387755,700,700
metal_nut,flip,490000,236666,48.299183673469386,700,700
metal_nut,flip,490000,238493,48.67204081632653,700,700
metal_nut,flip,490000,238487,48.67081632653061,700,700
metal_nut,flip,490000,236355,48.23571428571429,700,700
metal_nut,flip,490000,238751,48.724693877551026,700,700
metal_nut,flip,490000,236323,48.229183673469386,700,700
metal_nut,flip,490000,234720,47.90204081632653,700,700
metal_nut,flip,490000,237959,48.56306122448979,700,700
metal_nut,flip,490000,235196,47.99918367346939,700,700
metal_nut,flip,490000,235361,48.03285714285715,700,700
metal_nut,flip,490000,238718,48.71795918367347,700,700
metal_nut,flip,490000,234723,47.902653061224484,700,700
metal_nut,flip,490000,235543,48.07,700,700
metal_nut,flip,490000,234959,47.95081632653061,700,700
metal_nut,flip,490000,236366,48.23795918367347,700,700
metal_nut,flip,490000,234692,47.89632653061224,700,700
metal_nut,flip,490000,236046,48.172653061224494,700,700
metal_nut,flip,490000,235892,48.14122448979592,700,700
metal_nut,scratch,490000,9302,1.8983673469387754,700,700
metal_nut,scratch,490000,16654,3.3987755102040813,700,700
metal_nut,scratch,490000,20249,4.132448979591836,700,700
metal_nut,scratch,490000,36121,7.371632653061225,700,700
metal_nut,scratch,490000,34572,7.055510204081633,700,700
metal_nut,scratch,490000,27262,5.563673469387755,700,700
metal_nut,scratch,490000,27129,5.536530612244897,700,700
metal_nut,scratch,490000,21564,4.400816326530612,700,700
metal_nut,scratch,490000,57360,11.706122448979592,700,700
metal_nut,scratch,490000,23344,4.7640816326530615,700,700
metal_nut,scratch,490000,58374,11.913061224489796,700,700
metal_nut,scratch,490000,21399,4.3671428571428565,700,700
metal_nut,scratch,490000,27302,5.5718367346938775,700,700
metal_nut,scratch,490000,19395,3.9581632653061223,700,700
metal_nut,scratch,490000,14411,2.9410204081632654,700,700
metal_nut,scratch,490000,34888,7.12,700,700
metal_nut,scratch,490000,60275,12.301020408163266,700,700
metal_nut,scratch,490000,14713,3.0026530612244895,700,700
metal_nut,scratch,490000,28948,5.907755102040816,700,700
metal_nut,scratch,490000,43222,8.820816326530611,700,700
metal_nut,scratch,490000,18253,3.7251020408163265,700,700
metal_nut,scratch,490000,33969,6.932448979591836,700,700
metal_nut,scratch,490000,16077,3.2810204081632657,700,700
metal_nut,bent,490000,23025,4.698979591836735,700,700
metal_nut,bent,490000,9625,1.9642857142857142,700,700
metal_nut,bent,490000,7685,1.5683673469387756,700,700
metal_nut,bent,490000,6818,1.3914285714285715,700,700
metal_nut,bent,490000,9843,2.0087755102040816,700,700
metal_nut,bent,490000,13930,2.842857142857143,700,700
metal_nut,bent,490000,10494,2.1416326530612246,700,700
metal_nut,bent,490000,8326,1.699183673469388,700,700
metal_nut,bent,490000,9132,1.863673469387755,700,700
metal_nut,bent,490000,4763,0.9720408163265306,700,700
metal_nut,bent,490000,9041,1.8451020408163266,700,700
metal_nut,bent,490000,14140,2.8857142857142857,700,700
metal_nut,bent,490000,12146,2.4787755102040814,700,700
metal_nut,bent,490000,3458,0.7057142857142857,700,700
metal_nut,bent,490000,11889,2.426326530612245,700,700
metal_nut,bent,490000,10851,2.214489795918367,700,700
metal_nut,bent,490000,8413,1.7169387755102041,700,700
metal_nut,bent,490000,11750,2.3979591836734695,700,700
metal_nut,bent,490000,6810,1.389795918367347,700,700
metal_nut,bent,490000,9177,1.8728571428571428,700,700
metal_nut,bent,490000,7137,1.456530612244898,700,700
metal_nut,bent,490000,8317,1.69734693877551,700,700
metal_nut,bent,490000,5223,1.0659183673469388,700,700
metal_nut,bent,490000,9838,2.007755102040816,700,700
metal_nut,bent,490000,17589,3.5895918367346935,700,700
metal_nut,color,490000,2135,0.4357142857142857,700,700
metal_nut,color,490000,17990,3.6714285714285713,700,700
metal_nut,color,490000,2212,0.45142857142857146,700,700
metal_nut,color,490000,22563,4.60469387755102,700,700
metal_nut,color,490000,11183,2.282244897959184,700,700
metal_nut,color,490000,12301,2.510408163265306,700,700
metal_nut,color,490000,2367,0.48306122448979594,700,700
metal_nut,color,490000,5585,1.139795918367347,700,700
metal_nut,color,490000,16277,3.3218367346938775,700,700
metal_nut,color,490000,16025,3.270408163265306,700,700
metal_nut,color,490000,11259,2.2977551020408162,700,700
metal_nut,color,490000,6865,1.4010204081632653,700,700
metal_nut,color,490000,9301,1.8981632653061224,700,700
metal_nut,color,490000,5610,1.1448979591836734,700,700
metal_nut,color,490000,2771,0.5655102040816327,700,700
metal_nut,color,490000,32188,6.568979591836735,700,700
metal_nut,color,490000,3820,0.7795918367346939,700,700
metal_nut,color,490000,22001,4.49,700,700
metal_nut,color,490000,8684,1.7722448979591836,700,700
metal_nut,color,490000,5992,1.2228571428571429,700,700
metal_nut,color,490000,13743,2.8046938775510206,700,700
metal_nut,color,490000,23333,4.761836734693878,700,700
pill,pill_type,640000,259635,40.56796875,800,800
pill,pill_type,640000,261856,40.915,800,800
pill,pill_type,640000,262050,40.9453125,800,800
pill,pill_type,640000,261575,40.87109375,800,800
pill,pill_type,640000,259190,40.4984375,800,800
pill,pill_type,640000,261004,40.781875,800,800
pill,pill_type,640000,262423,41.00359375,800,800
pill,pill_type,640000,261853,40.91453125,800,800
pill,pill_type,640000,260102,40.6409375,800,800
pill,scratch,640000,4847,0.75734375,800,800
pill,scratch,640000,3188,0.49812499999999993,800,800
pill,scratch,640000,23092,3.6081250000000002,800,800
pill,scratch,640000,4412,0.689375,800,800
pill,scratch,640000,36751,5.74234375,800,800
pill,scratch,640000,2131,0.33296875000000004,800,800
pill,scratch,640000,15037,2.34953125,800,800
pill,scratch,640000,4090,0.6390625,800,800
pill,scratch,640000,4254,0.6646875,800,800
pill,scratch,640000,20907,3.26671875,800,800
pill,scratch,640000,8340,1.3031249999999999,800,800
pill,scratch,640000,7008,1.095,800,800
pill,scratch,640000,29485,4.60703125,800,800
pill,scratch,640000,24200,3.78125,800,800
pill,scratch,640000,35095,5.48359375,800,800
pill,scratch,640000,3026,0.47281249999999997,800,800
pill,scratch,640000,2628,0.41062499999999996,800,800
pill,scratch,640000,10111,1.5798437500000002,800,800
pill,scratch,640000,2363,0.36921875000000004,800,800
pill,scratch,640000,6285,0.9820312499999999,800,800
pill,scratch,640000,61666,9.6353125,800,800
pill,scratch,640000,49182,7.6846875,800,800
pill,scratch,640000,7917,1.23703125,800,800
pill,scratch,640000,5978,0.9340625,800,800
pill,contamination,640000,4644,0.725625,800,800
pill,contamination,640000,8113,1.26765625,800,800
pill,contamination,640000,4670,0.7296875,800,800
pill,contamination,640000,3129,0.48890625000000004,800,800
pill,contamination,640000,5231,0.81734375,800,800
pill,contamination,640000,9405,1.46953125,800,800
pill,contamination,640000,5385,0.8414062499999999,800,800
pill,contamination,640000,5693,0.88953125,800,800
pill,contamination,640000,6809,1.0639062499999998,800,800
pill,contamination,640000,13209,2.06390625,800,800
pill,contamination,640000,4844,0.756875,800,800
pill,contamination,640000,16247,2.53859375,800,800
pill,contamination,640000,13759,2.14984375,800,800
pill,contamination,640000,4499,0.70296875,800,800
pill,contamination,640000,8254,1.2896875,800,800
pill,contamination,640000,6065,0.9476562500000001,800,800
pill,contamination,640000,5108,0.7981250000000001,800,800
pill,contamination,640000,10876,1.6993749999999999,800,800
pill,contamination,640000,5414,0.8459375,800,800
pill,contamination,640000,4219,0.65921875,800,800
pill,contamination,640000,10880,1.7000000000000002,800,800
pill,crack,640000,6531,1.02046875,800,800
pill,crack,640000,4145,0.6476562499999999,800,800
pill,crack,640000,4668,0.729375,800,800
pill,crack,640000,4440,0.69375,800,800
pill,crack,640000,6715,1.04921875,800,800
pill,crack,640000,7277,1.13703125,800,800
pill,crack,640000,8421,1.31578125,800,800
pill,crack,640000,2091,0.32671875,800,800
pill,crack,640000,1930,0.3015625,800,800
pill,crack,640000,6342,0.9909375,800,800
pill,crack,640000,7025,1.09765625,800,800
pill,crack,640000,12675,1.98046875,800,800
pill,crack,640000,1837,0.28703125,800,800
pill,crack,640000,2893,0.45203125,800,800
pill,crack,640000,7354,1.1490625,800,800
pill,crack,640000,9537,1.49015625,800,800
pill,crack,640000,1205,0.18828124999999998,800,800
pill,crack,640000,2691,0.42046875,800,800
pill,crack,640000,2578,0.40281249999999996,800,800
pill,crack,640000,1947,0.30421875000000004,800,800
pill,crack,640000,3885,0.60703125,800,800
pill,crack,640000,7161,1.11890625,800,800
pill,crack,640000,8969,1.40140625,800,800
pill,crack,640000,2100,0.328125,800,800
pill,crack,640000,2761,0.43140625,800,800
pill,crack,640000,2335,0.36484375,800,800
pill,color,640000,426,0.0665625,800,800
pill,color,640000,1110,0.1734375,800,800
pill,color,640000,2462,0.3846875,800,800
pill,color,640000,4440,0.69375,800,800
pill,color,640000,523,0.08171874999999999,800,800
pill,color,640000,2814,0.43968749999999995,800,800
pill,color,640000,3485,0.5445312499999999,800,800
pill,color,640000,780,0.121875,800,800
pill,color,640000,3526,0.5509375000000001,800,800
pill,color,640000,3502,0.5471875,800,800
pill,color,640000,932,0.145625,800,800
pill,color,640000,896,0.13999999999999999,800,800
pill,color,640000,551,0.08609375000000001,800,800
pill,color,640000,819,0.12796875,800,800
pill,color,640000,1166,0.1821875,800,800
pill,color,640000,4710,0.7359374999999999,800,800
pill,color,640000,2894,0.45218749999999996,800,800
pill,color,640000,583,0.09109375,800,800
pill,color,640000,1949,0.30453125,800,800
pill,color,640000,855,0.13359375,800,800
pill,color,640000,622,0.0971875,800,800
pill,color,640000,323,0.05046875000000001,800,800
pill,color,640000,1874,0.29281250000000003,800,800
pill,color,640000,1146,0.17906249999999999,800,800
pill,color,640000,438,0.0684375,800,800
pill,combined,640000,9947,1.55421875,800,800
pill,combined,640000,9526,1.4884375,800,800
pill,combined,640000,7908,1.235625,800,800
pill,combined,640000,17841,2.78765625,800,800
pill,combined,640000,5799,0.9060937499999999,800,800
pill,combined,640000,6609,1.03265625,800,800
pill,combined,640000,13425,2.09765625,800,800
pill,combined,640000,10381,1.62203125,800,800
pill,combined,640000,8740,1.365625,800,800
pill,combined,640000,8757,1.3682812500000001,800,800
pill,combined,640000,18316,2.861875,800,800
pill,combined,640000,6348,0.9918750000000001,800,800
pill,combined,640000,25620,4.003125,800,800
pill,combined,640000,7648,1.195,800,800
pill,combined,640000,17957,2.80578125,800,800
pill,combined,640000,6547,1.02296875,800,800
pill,combined,640000,37533,5.86453125,800,800
pill,faulty_imprint,640000,5688,0.8887499999999999,800,800
pill,faulty_imprint,640000,13668,2.135625,800,800
pill,faulty_imprint,640000,19531,3.05171875,800,800
pill,faulty_imprint,640000,26388,4.123125,800,800
pill,faulty_imprint,640000,9437,1.47453125,800,800
pill,faulty_imprint,640000,9312,1.455,800,800
pill,faulty_imprint,640000,20884,3.263125,800,800
pill,faulty_imprint,640000,21815,3.4085937500000005,800,800
pill,faulty_imprint,640000,14672,2.2925,800,800
pill,faulty_imprint,640000,38536,6.02125,800,800
pill,faulty_imprint,640000,15784,2.46625,800,800
pill,faulty_imprint,640000,28700,4.484375,800,800
pill,faulty_imprint,640000,5009,0.78265625,800,800
pill,faulty_imprint,640000,7305,1.14140625,800,800
pill,faulty_imprint,640000,16662,2.6034375,800,800
pill,faulty_imprint,640000,35179,5.49671875,800,800
pill,faulty_imprint,640000,9945,1.55390625,800,800
pill,faulty_imprint,640000,8594,1.3428125000000002,800,800
pill,faulty_imprint,640000,12676,1.980625,800,800
screw,scratch_neck,1048576,2810,0.26798248291015625,1024,1024
screw,scratch_neck,1048576,7369,0.7027626037597656,1024,1024
screw,scratch_neck,1048576,3823,0.3645896911621094,1024,1024
screw,scratch_neck,1048576,1033,0.09851455688476562,1024,1024
screw,scratch_neck,1048576,4567,0.4355430603027344,1024,1024
screw,scratch_neck,1048576,4108,0.3917694091796875,1024,1024
screw,scratch_neck,1048576,1717,0.16374588012695312,1024,1024
screw,scratch_neck,1048576,3955,0.3771781921386719,1024,1024
screw,scratch_neck,1048576,2614,0.24929046630859375,1024,1024
screw,scratch_neck,1048576,2926,0.27904510498046875,1024,1024
screw,scratch_neck,1048576,3813,0.3636360168457031,1024,1024
screw,scratch_neck,1048576,4609,0.4395484924316406,1024,1024
screw,scratch_neck,1048576,3198,0.30498504638671875,1024,1024
screw,scratch_neck,1048576,3062,0.29201507568359375,1024,1024
screw,scratch_neck,1048576,3269,0.3117561340332031,1024,1024
screw,scratch_neck,1048576,2145,0.20456314086914062,1024,1024
screw,scratch_neck,1048576,7445,0.7100105285644531,1024,1024
screw,scratch_neck,1048576,3583,0.3417015075683594,1024,1024
screw,scratch_neck,1048576,4725,0.4506111145019531,1024,1024
screw,scratch_neck,1048576,3240,0.308990478515625,1024,1024
screw,scratch_neck,1048576,1637,0.15611648559570312,1024,1024
screw,scratch_neck,1048576,2582,0.24623870849609375,1024,1024
screw,scratch_neck,1048576,2981,0.2842903137207031,1024,1024
screw,scratch_neck,1048576,2687,0.2562522888183594,1024,1024
screw,scratch_neck,1048576,3017,0.2877235412597656,1024,1024
screw,thread_top,1048576,6803,0.6487846374511719,1024,1024
screw,thread_top,1048576,6790,0.6475448608398438,1024,1024
screw,thread_top,1048576,6696,0.638580322265625,1024,1024
screw,thread_top,1048576,4004,0.3818511962890625,1024,1024
screw,thread_top,1048576,5620,0.5359649658203125,1024,1024
screw,thread_top,1048576,7792,0.74310302734375,1024,1024
screw,thread_top,1048576,4124,0.3932952880859375,1024,1024
screw,thread_top,1048576,4646,0.44307708740234375,1024,1024
screw,thread_top,1048576,6084,0.5802154541015625,1024,1024
screw,thread_top,1048576,1161,0.11072158813476562,1024,1024
screw,thread_top,1048576,5418,0.5167007446289062,1024,1024
screw,thread_top,1048576,3005,0.2865791320800781,1024,1024
screw,thread_top,1048576,6834,0.6517410278320312,1024,1024
screw,thread_top,1048576,5585,0.5326271057128906,1024,1024
screw,thread_top,1048576,10599,1.0107994079589844,1024,1024
screw,thread_top,1048576,6387,0.6091117858886719,1024,1024
screw,thread_top,1048576,1275,0.12159347534179688,1024,1024
screw,thread_top,1048576,7649,0.7294654846191406,1024,1024
screw,thread_top,1048576,5075,0.4839897155761719,1024,1024
screw,thread_top,1048576,4056,0.386810302734375,1024,1024
screw,thread_top,1048576,4905,0.4677772521972656,1024,1024
screw,thread_top,1048576,5326,0.5079269409179688,1024,1024
screw,thread_top,1048576,3769,0.3594398498535156,1024,1024
screw,scratch_head,1048576,2767,0.2638816833496094,1024,1024
screw,scratch_head,1048576,2465,0.23508071899414062,1024,1024
screw,scratch_head,1048576,2981,0.2842903137207031,1024,1024
screw,scratch_head,1048576,1402,0.13370513916015625,1024,1024
screw,scratch_head,1048576,3009,0.2869606018066406,1024,1024
screw,scratch_head,1048576,2618,0.24967193603515625,1024,1024
screw,scratch_head,1048576,2444,0.2330780029296875,1024,1024
screw,scratch_head,1048576,2091,0.19941329956054688,1024,1024
screw,scratch_head,1048576,1741,0.16603469848632812,1024,1024
screw,scratch_head,1048576,3012,0.2872467041015625,1024,1024
screw,scratch_head,1048576,2511,0.23946762084960938,1024,1024
screw,scratch_head,1048576,2213,0.21104812622070312,1024,1024
screw,scratch_head,1048576,1953,0.18625259399414062,1024,1024
screw,scratch_head,1048576,2707,0.2581596374511719,1024,1024
screw,scratch_head,1048576,3846,0.36678314208984375,1024,1024
screw,scratch_head,1048576,1355,0.12922286987304688,1024,1024
screw,scratch_head,1048576,3019,0.2879142761230469,1024,1024
screw,scratch_head,1048576,3541,0.3376960754394531,1024,1024
screw,scratch_head,1048576,2586,0.24662017822265625,1024,1024
screw,scratch_head,1048576,2801,0.2671241760253906,1024,1024
screw,scratch_head,1048576,3278,0.31261444091796875,1024,1024
screw,scratch_head,1048576,2388,0.2277374267578125,1024,1024
screw,scratch_head,1048576,2066,0.19702911376953125,1024,1024
screw,scratch_head,1048576,3545,0.3380775451660156,1024,1024
screw,manipulated_front,1048576,3806,0.36296844482421875,1024,1024
screw,manipulated_front,1048576,1359,0.12960433959960938,1024,1024
screw,manipulated_front,1048576,2245,0.21409988403320312,1024,1024
screw,manipulated_front,1048576,1506,0.14362335205078125,1024,1024
screw,manipulated_front,1048576,3808,0.3631591796875,1024,1024
screw,manipulated_front,1048576,1771,0.16889572143554688,1024,1024
screw,manipulated_front,1048576,2523,0.24061203002929688,1024,1024
screw,manipulated_front,1048576,7016,0.669097900390625,1024,1024
screw,manipulated_front,1048576,4826,0.46024322509765625,1024,1024
screw,manipulated_front,1048576,2520,0.240325927734375,1024,1024
screw,manipulated_front,1048576,1443,0.13761520385742188,1024,1024
screw,manipulated_front,1048576,3690,0.35190582275390625,1024,1024
screw,manipulated_front,1048576,3133,0.2987861633300781,1024,1024
screw,manipulated_front,1048576,4911,0.4683494567871094,1024,1024
screw,manipulated_front,1048576,2756,0.2628326416015625,1024,1024
screw,manipulated_front,1048576,3304,0.315093994140625,1024,1024
screw,manipulated_front,1048576,2866,0.27332305908203125,1024,1024
screw,manipulated_front,1048576,1695,0.16164779663085938,1024,1024
screw,manipulated_front,1048576,3633,0.3464698791503906,1024,1024
screw,manipulated_front,1048576,3133,0.2987861633300781,1024,1024
screw,manipulated_front,1048576,6709,0.6398200988769531,1024,1024
screw,manipulated_front,1048576,3315,0.3161430358886719,1024,1024
screw,manipulated_front,1048576,1537,0.14657974243164062,1024,1024
screw,manipulated_front,1048576,4777,0.4555702209472656,1024,1024
screw,thread_side,1048576,1580,0.1506805419921875,1024,1024
screw,thread_side,1048576,1601,0.15268325805664062,1024,1024
screw,thread_side,1048576,1460,0.1392364501953125,1024,1024
screw,thread_side,1048576,3904,0.372314453125,1024,1024
screw,thread_side,1048576,2757,0.2629280090332031,1024,1024
screw,thread_side,1048576,1207,0.11510848999023438,1024,1024
screw,thread_side,1048576,5564,0.5306243896484375,1024,1024
screw,thread_side,1048576,2047,0.19521713256835938,1024,1024
screw,thread_side,1048576,2302,0.21953582763671875,1024,1024
screw,thread_side,1048576,2901,0.2766609191894531,1024,1024
screw,thread_side,1048576,3097,0.2953529357910156,1024,1024
screw,thread_side,1048576,1685,0.16069412231445312,1024,1024
screw,thread_side,1048576,3887,0.3706932067871094,1024,1024
screw,thread_side,1048576,2424,0.231170654296875,1024,1024
screw,thread_side,1048576,2721,0.2594947814941406,1024,1024
screw,thread_side,1048576,6009,0.5730628967285156,1024,1024
screw,thread_side,1048576,4231,0.4034996032714844,1024,1024
screw,thread_side,1048576,4696,0.447845458984375,1024,1024
screw,thread_side,1048576,1761,0.16794204711914062,1024,1024
screw,thread_side,1048576,2577,0.24576187133789062,1024,1024
screw,thread_side,1048576,2720,0.2593994140625,1024,1024
screw,thread_side,1048576,3364,0.3208160400390625,1024,1024
screw,thread_side,1048576,2977,0.2839088439941406,1024,1024
tile,gray_stroke,705600,12829,1.8181689342403626,840,840
tile,gray_stroke,705600,35025,4.963860544217687,840,840
tile,gray_stroke,705600,18443,2.6138038548752833,840,840
tile,gray_stroke,705600,35496,5.030612244897959,840,840
tile,gray_stroke,705600,17245,2.444019274376417,840,840
tile,gray_stroke,705600,43771,6.203373015873016,840,840
tile,gray_stroke,705600,22027,3.1217403628117912,840,840
tile,gray_stroke,705600,38976,5.523809523809524,840,840
tile,gray_stroke,705600,30099,4.265731292517007,840,840
tile,gray_stroke,705600,28917,4.098214285714286,840,840
tile,gray_stroke,705600,18180,2.576530612244898,840,840
tile,gray_stroke,705600,33365,4.72859977324263,840,840
tile,gray_stroke,705600,49025,6.947987528344671,840,840
tile,gray_stroke,705600,29798,4.2230725623582765,840,840
tile,gray_stroke,705600,49838,7.063208616780045,840,840
tile,gray_stroke,705600,12732,1.8044217687074828,840,840
tile,rough,705600,28859,4.08999433106576,840,840
tile,rough,705600,233871,33.14498299319728,840,840
tile,rough,705600,109359,15.498724489795917,840,840
tile,rough,705600,145623,20.638180272108844,840,840
tile,rough,705600,87247,12.364937641723357,840,840
tile,rough,705600,85726,12.14937641723356,840,840
tile,rough,705600,182803,25.90745464852608,840,840
tile,rough,705600,83541,11.839710884353742,840,840
tile,rough,705600,65759,9.319586167800454,840,840
tile,rough,705600,66556,9.432539682539682,840,840
tile,rough,705600,147299,20.875708616780045,840,840
tile,rough,705600,57110,8.093820861678005,840,840
tile,rough,705600,71653,10.154903628117914,840,840
tile,rough,705600,201585,28.569302721088434,840,840
tile,rough,705600,95452,13.527777777777777,840,840
tile,oil,705600,156962,22.245181405895693,840,840
tile,oil,705600,92869,13.161706349206348,840,840
tile,oil,705600,96147,13.626275510204081,840,840
tile,oil,705600,153743,21.788973922902493,840,840
tile,oil,705600,98092,13.901927437641723,840,840
tile,oil,705600,128797,18.253543083900226,840,840
tile,oil,705600,138472,19.624716553287982,840,840
tile,oil,705600,91249,12.932114512471655,840,840
tile,oil,705600,90625,12.843679138321995,840,840
tile,oil,705600,114748,16.2624716553288,840,840
tile,oil,705600,87198,12.357993197278912,840,840
tile,oil,705600,91043,12.902919501133786,840,840
tile,oil,705600,88684,12.568594104308389,840,840
tile,oil,705600,99993,14.171343537414966,840,840
tile,oil,705600,82389,11.676445578231293,840,840
tile,oil,705600,102913,14.58517573696145,840,840
tile,oil,705600,116624,16.528344671201815,840,840
tile,oil,705600,165837,23.50297619047619,840,840
tile,glue_strip,705600,44535,6.311649659863945,840,840
tile,glue_strip,705600,130408,18.48185941043084,840,840
tile,glue_strip,705600,91761,13.0046768707483,840,840
tile,glue_strip,705600,23970,3.397108843537415,840,840
tile,glue_strip,705600,250395,35.48681972789115,840,840
tile,glue_strip,705600,54803,7.766865079365079,840,840
tile,glue_strip,705600,110862,15.711734693877553,840,840
tile,glue_strip,705600,116714,16.541099773242628,840,840
tile,glue_strip,705600,15094,2.139172335600907,840,840
tile,glue_strip,705600,99204,14.05952380952381,840,840
tile,glue_strip,705600,39258,5.563775510204081,840,840
tile,glue_strip,705600,59075,8.372307256235828,840,840
tile,glue_strip,705600,75590,10.712868480725623,840,840
tile,glue_strip,705600,124511,17.64611678004535,840,840
tile,glue_strip,705600,70107,9.935799319727892,840,840
tile,glue_strip,705600,34863,4.940901360544218,840,840
tile,glue_strip,705600,34489,4.887896825396825,840,840
tile,glue_strip,705600,34142,4.838718820861678,840,840
tile,crack,705600,19004,2.693310657596372,840,840
tile,crack,705600,6986,0.9900793650793651,840,840
tile,crack,705600,14109,1.9995748299319729,840,840
tile,crack,705600,14805,2.0982142857142856,840,840
tile,crack,705600,19682,2.7893990929705215,840,840
